date	description	amount	type	pending
2012-07-10 	Hilton Hki-Vanta 	-83.4		
2012-07-13 	Uttagsavgift 	-35		
2012-07-14 	Uttagsavgift 	-35		
2012-07-14 	TRG J. ARNERICA 	-585.13		
2012-07-15 	KRALJA TOMISLAVA 	-585.13		
2012-07-17 	ROSENDALSVÄGEN 	-45		
2012-07-18 	VILLA GODTHEM 	-35		
2012-07-18 	VILLA GODTHEM 	-118		
2012-07-18 	SSP AB ARLANDA ( 	-23		
2012-07-18 	Pressbyran 28118 	-30		
2012-07-20 	COOP NARA MARSTR 	-14.5		
2012-07-21 	GATE GOURMETNORW 	-68.9		
2012-07-21 	SYSTEMBOLAGET UD 	-188.2		
2012-07-21 	Telefonöverf 	2000		
2012-07-22 	ICA NARA ANKARET 	-36.1		
2012-07-22 	S-E-BANKEN/5140 	-1300		
2012-07-23 	PARKERING SOTENÄ 	-200		
2012-07-25 	NORDENS ARK 	-210		
2012-07-26 	Övf via internet 832799146369906 	938		
2012-07-26 	Övf via internet 836833448321087 	5000		
2012-07-28 	NORWEGIAN A 3287 	-937.99		
2012-07-29 	SPOTIFY NICKELAR 	-99		
2012-07-29 	ICA SUPERMARKET 	-75.61		
2012-07-30 	MATS NORDSTROM Q 	-3000		
2012-07-30 	magasinet 	2400		
2012-07-30 	PRIS KONCEPT MER 	-25		
2012-07-31 	ARLANDA EXPRESS/ 	-260		
2012-08-02 	RICHE MED TEATER 	-524		
2012-08-02 	BOULEBAR RALAMBS 	-190		
2012-08-03 	BERNS SALONGER & 	-152		
2012-08-04 	NACKA FORUM FOOD 	-73		
2012-08-04 	EDELWEISS CAF 	-40		
2012-08-06 	STORA HENRIKSVIK 	-145		
2012-08-07 	BERNS SALONGER & 	-182		
2012-08-08 	HERTZ SWEDEN FRA 	-1076.1		
2012-08-08 	MANDIRA INDISK R 	-69		
2012-08-08 	INTERSQUASH SVEN 	-310		
2012-08-08 	HERMITAGE 	-100		
2012-08-08 	STRANDBRYGGAN SJ 	-130		
2012-08-08 	ICA KARLAPLAN 	-32.7		
2012-08-10 	ICA KARLAPLAN 	-52.7		
2012-08-10 	Pressbyran 8134 	-57		
2012-08-10 	TAXI STOCKHOLM 	-110		
2012-08-11 	TEXAS BURGER 	-117		
2012-08-15 	SKEPPSHOLMENS KR 	-110		
2012-08-16 	7-Eleven 17146 S 	-35		
2012-08-16 	EDELWEISS CAF 	-20		
2012-08-17 	BERNS SALONGER & 	-177		
2012-08-17 	KALORI 	-95		
2012-08-17 	BISTRO JARL REST 	-183		
2012-08-20 	HAPPY 	-227		
2012-08-24 	Övf via internet 836833448321087 	5132		
2012-08-24 	Övf via internet 836833448321087 	10000		
2012-08-26 	COOP NARA STORGA 	-12.5		
2012-08-26 	STORY HOTEL 	-31		
2012-08-26 	STORY HOTEL 	-489		
2012-08-26 	STORY HOTEL 	-124		
2012-08-27 	BRUKA DESIGN AB 	-500		
2012-08-27 	Övf via internet 836833448321087 	2600		
2012-08-27 	HEMKÖP ÖSTERMALM 	-46.06		
2012-08-28 	www.1st4football 	-8247.05		
2012-08-28 	PRIS KONCEPT MER 	-25		
2012-08-29 	SPOTIFY NICKELAR 	-99		
2012-08-29 	NORWEGIAN A 3287 	-2623		
2012-08-29 	Pressbyran 5162 	-40.98		
2012-08-30 	SQUEEZEDUP 	-60		
2012-08-30 	SKEPPSHOLMENS KR 	-240		
2012-08-30 	APOTEKET LEJONET 	-92.5		
2012-08-31 	STUREHOF 	-488		
2012-08-31 	SQUEEZEDUP 	-60		
2012-09-01 	HI-FI KLUBBEN SV 	598		
2012-09-01 	MANDIRA INDISK R 	-79		
2012-09-02 	CAFE SNECKAN 	-140		
2012-09-03 	STATOIL BOLLEBY 	-25		
2012-09-03 	STATOIL BOLLEBY 	-910.34		
2012-09-04 	Övf via internet 836833448321087 	1440		
2012-09-04 	HERTZ STOCKHOLM 	-45		
2012-09-04 	OKQ8 	-483.93		
2012-09-04 	MCDONALD S REGER 	-72		
2012-09-05 	PONTUS! 	-50		
2012-09-05 	PONTUS! 	-325		
2012-09-05 	SOSTA ESPRESSO B 	-45		
2012-09-06 	ESPERANTO 	-126		
2012-09-07 	EDELWEISS CAF 	-50		
2012-09-08 	Taxi Kurir Stock 	-142		
2012-09-08 	AG 	-800		
2012-09-08 	EDELWEISS CAF 	-50		
2012-09-08 	TAILOR STORE SWE 	-1034		
2012-09-09 	RICHE MED TEATER 	-335		
2012-09-09 	RICHE MED TEATER 	-67		
2012-09-09 	SYSTEMBOLAGET 	-191		
2012-09-09 	7-Eleven 16125 B 	-59		
2012-09-09 	7-Eleven 16125 B 	-25		
2012-09-10 	COOP KONSUM ODEN 	-14.9		
2012-09-10 	ICA KARLAPLAN 	-52.6		
2012-09-11 	Flexibilen AB 	-149		
2012-09-11 	FINANSFÖRBUNDET 	-268		
2012-09-11 	Övf via internet 836833448321087 	2300		
2012-09-11 	SKEPPSHOLMENS KR 	-110		
2012-09-11 	EDELWEISS CAF 	-50		
2012-09-12 	EDELWEISS CAF 	-20		
2012-09-12 	EDELWEISS CAF 	-50		
2012-09-13 	VIGARDA BARBEQUE 	-95		
2012-09-13 	BABBLE 	-168.1		
2012-09-13 	LUL TICKET MACHI 	-46.33		
2012-09-13 	LUL TICKET MACHI 	-46.33		
2012-09-13 	MAYFAIR TANDOORI 	-333.31		
2012-09-13 	EDELWEISS CAF 	-50		
2012-09-14 	KB / KONSTNERSBA 	-213		
2012-09-14 	MONEYCORP BOND S 	-1125.9		
2012-09-14 	Arlanda Walk Thr 	-16		
2012-09-15 	SAS (IFS) 	-25		
2012-09-15 	HEMKÖP STHLM CIT 	-201.55		
2012-09-17 	ICA KARLAPLAN 	-59.7		
2012-09-18 	WAYNES COFFEE ST 	-70		
2012-09-18 	Pressbyran 5162 	-55		
2012-09-18 	EDELWEISS CAF 	-50		
2012-09-19 	CENTRALKIOSKEN H 	-41		
2012-09-20 	Övf via internet 836833448321087 	3500		
2012-09-22 	MCDONALD S REGER 	-72		
2012-09-22 	EDELWEISS CAF 	-50		
2012-09-23 	ESPRESSO HOUSE 1 	-38		
2012-09-23 	SYSTEMBOLAGET KA 	-719		
2012-09-23 	SABIS FÄLTÖVERST 	-39.85		
2012-09-23 	D J*WALL ST. JOU 	-172.39		
2012-09-23 	TAXI STOCKHOLM 	-120		
2012-09-23 	RESTAURANG 19HUN 	-418		
2012-09-23 	BLOOMS 	-42		
2012-09-26 	EDELWEISS CAF 	-50		
2012-09-27 	Övf via internet 836833448321087 	3000		
2012-09-27 	EDELWEISS CAF 	-50		
2012-09-28 	O LEARYS OSTERMA 	-360		
2012-09-28 	SYSTRARNA SISTER 	-90		
2012-09-28 	EDELWEISS CAF 	-50		
2012-09-28 	PRIS KONCEPT MER 	-25		
2012-09-29 	SPOTIFY NICKELAR 	-99		
2012-10-01 	Övf via internet 832799146369906 	-1200		
2012-10-06 	BOQUERIA 	-428		
2012-10-06 	BOQUERIA 	-224		
2012-10-06 	400 ÅHLENS ÖSTER 	-149		
2012-10-07 	GOTLAND RESTAURA 	-160		
2012-10-07 	VIGARDA BARBEQUE 	-125		
2012-10-07 	RICHE MED TEATER 	-134		
2012-10-08 	EAT 	-125		
2012-10-09 	EDELWEISS CAF 	-50		
2012-10-10 	CITYTERAPEUTERNA 	-595		
2012-10-10 	EDELWEISS CAF 	-50		
2012-10-11 	SATS STUREPLAN 	-40		
2012-10-11 	GRIFFINS 	-148		
2012-10-11 	MCDONALD S REGER 	-61		
2012-10-11 	RADIOCAB I STOCK 	-100		
2012-10-12 	O LEARYS OSTERMA 	-155		
2012-10-13 	EDELWEISS CAF 	-50		
2012-10-13 	BERNS SALONGER & 	-162		
2012-10-13 	Övf via internet 836833448321087 	2500		
2012-10-14 	EAT 	-120		
2012-10-15 	S-E-BANKEN/5255 	-300		
2012-10-15 	SIRISHOVSVAGEN 	-20		
2012-10-15 	Taxi Kurir Stock 	-111		
2012-10-15 	HEMKÖP ÖSTERMALM 	-275.7		
2012-10-16 	BRUNKEBERGS BAGE 	-65		
2012-10-17 	UNIBET 	300		
2012-10-17 	ALBERT JACK S 	-26		
2012-10-17 	First Clear 	-307.5		
2012-10-17 	BUCO NERO 	-200		
2012-10-17 	TAXI STOCKHOLM 	-120		
2012-10-17 	CAPPUCCIO 	-64		
2012-10-18 	RELIABLEHOSTING. 	-370.51		
2012-10-18 	OPERAKALLAREN 	-210		
2012-10-18 	CITYTERAPEUTERNA 	-595		
2012-10-18 	KALORI 	-115		
2012-10-18 	LIBWOK COMPANY A 	-90		
2012-10-19 	COOP NARA STORGA 	-33.95		
2012-10-20 	EDELWEISS CAF 	-50		
2012-10-20 	Övf via internet 836833448321087 	10000		
2012-10-21 	LIBWOK COMPANY A 	-90		
2012-10-22 	Vasttrafik Got B 	-116		
2012-10-22 	YAKI-DA 	-588		
2012-10-22 	YAKI-DA 	-196		
2012-10-22 	Automatuttag 	-700		
2012-10-23 	D J*WALL ST. JOU 	-173.53		
2012-10-23 	TAXI STOCKHOLM 	-360		
2012-10-23 	EDELWEISS CAF 	-50		
2012-10-24 	BERNS SALONGER & 	-300		
2012-10-24 	BRASSERIE TURES 	-100		
2012-10-24 	NEM NEM QUAN 	-320		
2012-10-25 	MR ARDIZZONES IC 	-40		
2012-10-25 	WAYNES COFFEE 	-52		
2012-10-25 	RESTAURANG MAGNO 	-69		
2012-10-27 	BRYDLINGS PÅ ÅHL 	-127		
2012-10-27 	"APOTEKET FALKEN, "	-38.5		
2012-10-27 	RESTAURANG ELVER 	-54		
2012-10-27 	VICKAN 	-219		
2012-10-27 	Pressbyran 88349 	-15		
2012-10-27 	CAFE BELLMAN 	-63		
2012-10-28 	OLOF VIKTORS I G 	-218		
2012-10-28 	ICA SUPERMARKET 	-76.8		
2012-10-29 	SPOTIFY 8 PREMIU 	-99		
2012-10-29 	Pressbyran 65484 	-93		
2012-10-30 	BUTIK HUMLEGÅRDS 	-90		
2012-10-30 	EDELWEISS CAF 	-50		
2012-10-30 	PRIS KONCEPT MER 	-25		
2012-11-01 	SQUEEZEDUP 	-40		
2012-11-01 	EAT 	-120		
2012-11-02 	LIBWOK COMPANY A 	-90		
2012-11-02 	EDELWEISS CAF 	-50		
2012-11-03 	SYSTEMBOLAGET 	-189		
2012-11-03 	EDELWEISS CAF 	-50		
2012-11-04 	LIBWOK COMPANY A 	-90		
2012-11-05 	ICA KARLAPLAN 	-47.38		
2012-11-05 	CLAS OHLSON 	-69		
2012-11-05 	GATEAU HAMNGATAN 	-42		
2012-11-06 	SOSTA ESPRESSO B 	-53		
2012-11-06 	EDELWEISS CAF 	-50		
2012-11-07 	KJELL & COMPANY 	-59.9		
2012-11-07 	BERNS SALONGER & 	-135		
2012-11-07 	JOHN WALL AB 30 	-100		
2012-11-07 	VAPIANO 	-124		
2012-11-07 	EDELWEISS CAF 	-50		
2012-11-07 	NK RESTAURANGER 	-89		
2012-11-07 	Övf via internet 832799146369906 	-700		
2012-11-08 	RICHE MED TEATER 	-62		
2012-11-08 	4520- CAFE 	-43		
2012-11-09 	REST COCO & CARM 	-135		
2012-11-10 	Uttagsavgift 	-35		
2012-11-10 	CITYTERAPEUTERNA 	-595		
2012-11-10 	GATEAU HAMNGATAN 	-21		
2012-11-10 	HAIR & FACE 	-379		
2012-11-10 	LUL TICKET MACHI 	-46.96		
2012-11-10 	Arlanda T5 Pier 	-90		
2012-11-11 	NEKO SUSHI & WOK 	-89		
2012-11-11 	HSBC/KENSINGTON 	-1092.17		
2012-11-11 	NIKE RETAIL BV 	-600.7		
2012-11-11 	THE THOMAS CUBBI 	-389.8		
2012-11-11 	WHOLE FOODS MARK 	-108.78		
2012-11-11 	LUL TICKET MACHI 	-46.96		
2012-11-12 	Uttagsavgift 	-35		
2012-11-12 	SAINSBURYS S/MKT 	-10.81		
2012-11-13 	HSBC/KENSINGTON 	-1090.48		
2012-11-15 	TAXI STOCKHOLM 	-125		
2012-11-16 	NETFLIX.COM 	-79		
2012-11-16 	10057 SAVANNEN 	-80		
2012-11-16 	EDELWEISS CAF 	-50		
2012-11-17 	SYSTEMBOLAGET KA 	-179		
2012-11-17 	SABIS FÄLTÖVERST 	-519.3		
2012-11-18 	SUSHIBAREN Ö-MAL 	-119		
2012-11-19 	CAFE 60 	-131		
2012-11-19 	HEMKÖP ÖSTERMALM 	-143.6		
2012-11-20 	HOTEL DIPLOMAT 	-174		
